BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8712354,SWIFT,Senior Consultant,Hong Kong,Cash Management,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,41 to 50,Trainee SWIFT Team Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,10:11:25,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8792302,"MIZUHO BANK, LTD.",Engineer,Japan,FX/MM,Information Technology,Account Manager,Software Vendor / Consultancy,21 to 30,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:41:37,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8792302,"MIZUHO BANK, LTD.",Engineer,Japan,FX/MM,Information Technology,Account Manager,Software Vendor / Consultancy,21 to 30,Week-long Participant Pass without lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:06:48,15-Oct-15,Innotribe,INN,Innotribe
8792302,"MIZUHO BANK, LTD.",Engineer,Japan,FX/MM,Information Technology,Account Manager,Software Vendor / Consultancy,21 to 30,Week-long Participant Pass without lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,10:52:41,15-Oct-15,Innotribe,INN,Innotribe
8792491,CENTRAL SECURITIES CLEARING SYSTEM PLC,"Head, Finance",Nigeria,Securities,Financial Operations,Account Manager,Securities Market Infrastructure,41 to 50,Week-long Participant Pass with lunch,NORMAL,ASEAN financial and economic integration workshop,10/15/15,14:00,14:15:00,15-Oct-15,Conference room 1,CR1,ASEAN
8645078,SVENSKA HANDELSBANKEN,Global Head of Trade & Export Finance,Sweden,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:39:27,15-Oct-15,Conference room 1,CR1,Corporate Forum
8519510,COMMERZBANK AG,Abteilungsdirektor,Germany,Payments,Information Technology,Analyst/Consultant,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:50:45,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8519510,COMMERZBANK AG,Abteilungsdirektor,Germany,Payments,Information Technology,Analyst/Consultant,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:10:43,15-Oct-15,Conference room 4,CR4,Community
8519510,COMMERZBANK AG,Abteilungsdirektor,Germany,Payments,Information Technology,Analyst/Consultant,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:01:42,15-Oct-15,Conference room 3,CR3,Payments
8719804,BANGKO SENTRAL NG PILIPINAS,Acting Manager,Philippines,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Complimentary Week-long Participant Pass with lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:30:43,15-Oct-15,Conference room 5,CR5,Community
8719804,BANGKO SENTRAL NG PILIPINAS,Acting Manager,Philippines,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Complimentary Week-long Participant Pass with lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:28:52,15-Oct-15,SWIFT Auditorium,SA,Securities
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,9:13:29,15-Oct-15,Conference room 2,CR2,ASEAN
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:07:20,15-Oct-15,Conference room 2,CR2,ASEAN
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:50:37,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,Business Intelligence for Securities: Watch for your data,10/15/15,11:00,11:26:16,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,10:17:13,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8665933,SWIFT,"Team Lead, Inside Sales APAC",Malaysia,Payments,Compliance officer / Risk Management,Account Manager,Software Vendor / Consultancy,51 to 60,Trainee SWIFT Team Pass with lunch,NORMAL,Lite2 cash reporting dashboard for corporates,10/15/15,11:45,12:24:04,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8880450,ANZ Banking Group Limited,Head of GTB Asia,Singapore,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:15:23,15-Oct-15,Conference room 5,CR5,Corporate Forum
8880450,ANZ Banking Group Limited,Head of GTB Asia,Singapore,Cash Management,Business Development/Strategy,Departmental Manager,Commercial Bank,41 to 50,Two Days Participant Pass without lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:35:18,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8701033,"BANK OF TOKYO-MITSUBISHI UFJ, LTD.,THE",Manager - Digital Innovation Division,Japan,Payments,Innovation,Analyst/Consultant,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:13:27,15-Oct-15,Innotribe,INN,Innotribe
8701033,"BANK OF TOKYO-MITSUBISHI UFJ, LTD.,THE",Manager - Digital Innovation Division,Japan,Payments,Innovation,Analyst/Consultant,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:45:52,15-Oct-15,Innotribe,INN,Innotribe
8814439,NTT DATA Getronics Corporation,Staff,Japan,Cash Management,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,Corporate Forum Pass with lunch,NORMAL,Corporate onboarding: The MyStandards way,10/15/15,10:30,10:26:41,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8814439,NTT DATA Getronics Corporation,Staff,Japan,Cash Management,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,Corporate Forum Pass with lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:18:24,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8814439,NTT DATA Getronics Corporation,Staff,Japan,Cash Management,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,Corporate Forum Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:05:35,15-Oct-15,Innotribe,INN,Innotribe
8588894,GARTNER,Research Vice President,Hong Kong,Payments,Innovation,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:52:10,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8722251,BNY Mellon,Senior Product Manager,Singapore,Payments,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:20:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8722251,BNY Mellon,Senior Product Manager,Singapore,Payments,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:08:07,15-Oct-15,Conference room 4,CR4,Community
8722251,BNY Mellon,Senior Product Manager,Singapore,Payments,Product Management,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:02:14,15-Oct-15,Conference room 3,CR3,Payments
8830484,Risk.net ,Asia Derivatives Editor ,Hong Kong,Derivatives,Compliance officer / Risk Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,9:02:28,15-Oct-15,Conference room 2,CR2,ASEAN
8830484,Risk.net ,Asia Derivatives Editor ,Hong Kong,Derivatives,Compliance officer / Risk Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:24:41,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8762793,CITY UNION BANK LTD.,ASST GENERAL MANAGER,India,Payments,Information Technology,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:21:23,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8762793,CITY UNION BANK LTD.,ASST GENERAL MANAGER,India,Payments,Information Technology,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:54:46,15-Oct-15,Conference room 5,CR5,Community
8762793,CITY UNION BANK LTD.,ASST GENERAL MANAGER,India,Payments,Information Technology,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:21:16,15-Oct-15,Conference room 1,CR1,Corporate Forum
8762793,CITY UNION BANK LTD.,ASST GENERAL MANAGER,India,Payments,Information Technology,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:49:49,15-Oct-15,Innotribe,INN,Innotribe
8762793,CITY UNION BANK LTD.,ASST GENERAL MANAGER,India,Payments,Information Technology,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Business Intelligence for Securities: Watch for your data,10/15/15,11:00,11:13:50,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8573057,SWIFT,Global Account Director,United States,Payments,Sales,Relationship Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:41:00,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8573057,SWIFT,Global Account Director,United States,Payments,Sales,Relationship Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:17:50,15-Oct-15,Conference room 3,CR3,Payments
8606318,SWIFT,Head of Reference Data,Belgium,Securities,Business Development/Strategy,Departmental Manager,Payments Market Infrastructure,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:59:46,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8672974,SWIFT,New Payments Platform (NPP),Australia,Payments,Sales,Analyst/Consultant,Payments Market Infrastructure,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:01:29,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8672974,SWIFT,New Payments Platform (NPP),Australia,Payments,Sales,Analyst/Consultant,Payments Market Infrastructure,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:26:57,15-Oct-15,SWIFT Auditorium,SA,Securities
8787245,NORDEA BANK FINLAND PLC,Head of PPF Development,Finland,Cash Management,Information Technology,Departmental Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,8:56:28,15-Oct-15,Conference room 4,CR4,Community
8787245,NORDEA BANK FINLAND PLC,Head of PPF Development,Finland,Cash Management,Information Technology,Departmental Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:48:06,15-Oct-15,Innotribe,INN,Innotribe
8825627,NATIONAL AUSTRALIA BANK LIMITED,Program Director,Australia,Payments,Technology Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:37:49,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8825627,NATIONAL AUSTRALIA BANK LIMITED,Program Director,Australia,Payments,Technology Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:06:24,15-Oct-15,Conference room 4,CR4,Community
8775462,ING,CIO Commercial Banking,Netherlands,Payments,Information Technology,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,One Day Participant Pass without lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:07:51,15-Oct-15,Innotribe,INN,Innotribe
8775462,ING,CIO Commercial Banking,Netherlands,Payments,Information Technology,Vice President/ Functional Head,Commercial Bank,Prefer not to answer,One Day Participant Pass without lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:48:09,15-Oct-15,Innotribe,INN,Innotribe
8711423,DIMENSION DATA MANAGEMENT SERVICES (PTY) LTD,Group Financial Services Director,South Africa,Payments,Sales,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:55:55,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8711423,DIMENSION DATA MANAGEMENT SERVICES (PTY) LTD,Group Financial Services Director,South Africa,Payments,Sales,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:19:42,15-Oct-15,Innotribe,INN,Innotribe
8839923,VOCALINK,Product Manager IPS,United Kingdom,Payments,Product Management,Account Manager,Payments Market Infrastructure,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:02:12,15-Oct-15,Conference room 4,CR4,Community
8787300,VAN DEN BERG AG,CEO,Germany,Payments,Customer Services,Board Member / CEO / CFO,Software Vendor / Consultancy,61 and over,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,13:57:14,15-Oct-15,Conference room 4,CR4,Community
8787300,VAN DEN BERG AG,CEO,Germany,Payments,Customer Services,Board Member / CEO / CFO,Software Vendor / Consultancy,61 and over,Week-long Participant Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:05:20,15-Oct-15,Conference room 3,CR3,Payments
8568967,SWIFT,Senior Business Manager,United States,Payments,Marketing,Vice President/ Functional Head,Payments Market Infrastructure,41 to 50,SWIFT Crew Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:53:29,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8822609,IBM,VP Banking & Financial Markets Europe,Netherlands,Trade Services,Sales,Vice President/ Functional Head,Corporate,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:06:19,15-Oct-15,Innotribe,INN,Innotribe
8798285,IBM,Services Client Rep,Netherlands,Payments,Information Technology,Account Manager,Payments Market Infrastructure,41 to 50,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:41,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8798285,IBM,Services Client Rep,Netherlands,Payments,Information Technology,Account Manager,Payments Market Infrastructure,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:14:25,15-Oct-15,Conference room 4,CR4,Community
8730522,DELTA LLOYD BANK N.V,Business Architect,Netherlands,Cash Management,Information Technology,Analyst/Consultant,Retail Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Corporate onboarding: The MyStandards way,10/15/15,10:30,10:14:45,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8741608,Axway,"SVP, Operational Intelligence Solutions",United States,Payments,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:16:51,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8649683,ABN AMRO,Head Market Infrastructures / Business Management,Netherlands,Payments,Product Management,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:53:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8649683,ABN AMRO,Head Market Infrastructures / Business Management,Netherlands,Payments,Product Management,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:09:42,15-Oct-15,Conference room 4,CR4,Community
8649683,ABN AMRO,Head Market Infrastructures / Business Management,Netherlands,Payments,Product Management,Section Head/Supervisor,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Voice of the customer 3.0,10/15/15,10:15,10:44:21,15-Oct-15,Innotribe,INN,Innotribe
8863585,IBM,Partner,Netherlands,Payments,Information Technology,Relationship Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:47:21,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8863585,IBM,Partner,Netherlands,Payments,Information Technology,Relationship Manager,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:14:51,15-Oct-15,Conference room 5,CR5,Community
8703584,ABN AMRO,COO Transaction Banking,Netherlands,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:19:49,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8703584,ABN AMRO,COO Transaction Banking,Netherlands,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:40:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8703584,ABN AMRO,COO Transaction Banking,Netherlands,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:08:24,15-Oct-15,Conference room 1,CR1,Corporate Forum
8703584,ABN AMRO,COO Transaction Banking,Netherlands,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:52:05,15-Oct-15,Conference room 5,CR5,Corporate Forum
8541630,ASISA,Senior Policy Advisor,South Africa,Securities,Business Development/Strategy,Analyst/Consultant,Securities Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:19:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8541630,ASISA,Senior Policy Advisor,South Africa,Securities,Business Development/Strategy,Analyst/Consultant,Securities Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:41:53,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8541630,ASISA,Senior Policy Advisor,South Africa,Securities,Business Development/Strategy,Analyst/Consultant,Securities Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,Securities financing: A necessary evil for corporates and asset managers?,10/15/15,14:00,13:45:00,15-Oct-15,Workshop C,WSC,Corporate Forum
8541630,ASISA,Senior Policy Advisor,South Africa,Securities,Business Development/Strategy,Analyst/Consultant,Securities Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:07:32,15-Oct-15,Conference room 4,CR4,Securities
8541630,ASISA,Senior Policy Advisor,South Africa,Securities,Business Development/Strategy,Analyst/Consultant,Securities Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:17:10,15-Oct-15,SWIFT Auditorium,SA,Securities
8729604,Innosect,Founder & CEO,United States,Payments,Innovation,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Speaker Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:10:19,15-Oct-15,Innotribe,INN,Innotribe
8607836,SWIFT,Chief Financial Officer,Belgium,Payments,Financial Operations,Board Member / CEO / CFO,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:35:11,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8607836,SWIFT,Chief Financial Officer,Belgium,Payments,Financial Operations,Board Member / CEO / CFO,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:57:20,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606445,SWIFT,Head of Business Services APAC,Hong Kong,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,21 to 30,SWIFT Business Team Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,9:06:30,15-Oct-15,Conference room 2,CR2,ASEAN
8606445,SWIFT,Head of Business Services APAC,Hong Kong,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,21 to 30,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:56:48,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606445,SWIFT,Head of Business Services APAC,Hong Kong,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,21 to 30,SWIFT Business Team Pass with lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:42:39,15-Oct-15,Conference room 1,CR1,Corporate Forum
8606445,SWIFT,Head of Business Services APAC,Hong Kong,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,21 to 30,SWIFT Business Team Pass with lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:09:27,15-Oct-15,Conference room 3,CR3,Payments
8606320,SWIFT,"Head of Markets Management, Innotribe, the SWIFT Institute and Partner Mgmt",Belgium,Securities,Marketing,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:02:28,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606320,SWIFT,"Head of Markets Management, Innotribe, the SWIFT Institute and Partner Mgmt",Belgium,Securities,Marketing,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:50:29,15-Oct-15,Innotribe,INN,Innotribe
8568988,SWIFT,Co-Founder Innotribe,Belgium,Payments,Innovation,Analyst/Consultant,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:18:31,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8598537,SWIFT,Event planner,Belgium,Not selected,Not selected,Not selected,Not selected,Not selected,SWIFT Crew Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:39:54,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606437,SWIFT,Head of Sales Services,Hong Kong,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,8:53:26,15-Oct-15,Conference room 2,CR2,ASEAN
8606437,SWIFT,Head of Sales Services,Hong Kong,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:09:48,15-Oct-15,Conference room 2,CR2,ASEAN
8606437,SWIFT,Head of Sales Services,Hong Kong,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:22:02,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606437,SWIFT,Head of Sales Services,Hong Kong,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:36:58,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606437,SWIFT,Head of Sales Services,Hong Kong,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Corporate onboarding: The MyStandards way,10/15/15,10:30,10:26:33,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8568971,SWIFT,IT Manager,Belgium,Payments,Information Technology,Relationship Manager,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:52:47,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:57:48,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:05:55,15-Oct-15,Innotribe,INN,Innotribe
8739317,NATIONWIDE BUILDING SOCIETY,Senior Innovation Manager,United Kingdom,Cash Management,Innovation,Account Manager,Retail Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:50:35,15-Oct-15,Innotribe,INN,Innotribe
