BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8777638,NTT DATA,Deputy Manager,Japan,Trade Services,Innovation,Departmental Manager,Corporate,31 to 40,Two Days Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:22:58,14-Oct-15,Conference room 1,CR1,Corporate Forum
8606308,SWIFT,PM,Belgium,Derivatives,Marketing,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:06:34,14-Oct-15,Conference room 5,CR5,Community
8606308,SWIFT,PM,Belgium,Derivatives,Marketing,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:31:38,14-Oct-15,Conference room 2,CR2,Compliance Forum
8606308,SWIFT,PM,Belgium,Derivatives,Marketing,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:47:21,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8606308,SWIFT,PM,Belgium,Derivatives,Marketing,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:31:33,14-Oct-15,SWIFT Auditorium,SA,Payments
8837829,Infosys,Product Manager,India,Cash Management,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,"Change will never be this slow again - Reaching your next billion customers
",10/14/15,14:00,13:59:24,14-Oct-15,Conference room 3,CR3,Community
8837829,Infosys,Product Manager,India,Cash Management,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:24:46,14-Oct-15,Conference room 3,CR3,Community
8837829,Infosys,Product Manager,India,Cash Management,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:06:25,14-Oct-15,Conference room 5,CR5,Community
8837829,Infosys,Product Manager,India,Cash Management,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:50:52,14-Oct-15,Conference room 1,CR1,Corporate Forum
8837829,Infosys,Product Manager,India,Cash Management,Product Management,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:48:42,14-Oct-15,Conference room 1,CR1,Corporate Forum
8747179,CMA Small Systems AB,Senior Manager Business Development,Sweden,Payments,Information Technology,Analyst/Consultant,Central Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:30:03,14-Oct-15,Conference room 5,CR5,Community
8880530,ANZ Banking Group Limited,Relationship Coverage,Singapore,Cash Management,Sales,Relationship Manager,Commercial Bank,31 to 40,One Day Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:27:26,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8880530,ANZ Banking Group Limited,Relationship Coverage,Singapore,Cash Management,Sales,Relationship Manager,Commercial Bank,31 to 40,One Day Participant Pass without lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:49:17,14-Oct-15,Conference room 1,CR1,Corporate Forum
8673837,Daimler South East Asia P/L,Treasury Settlement Manager,Singapore,Payments,Financial Operations,Section Head/Supervisor,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:39:05,14-Oct-15,Conference room 1,CR1,Corporate Forum
8673837,Daimler South East Asia P/L,Treasury Settlement Manager,Singapore,Payments,Financial Operations,Section Head/Supervisor,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:48:24,14-Oct-15,Conference room 1,CR1,Corporate Forum
8673837,Daimler South East Asia P/L,Treasury Settlement Manager,Singapore,Payments,Financial Operations,Section Head/Supervisor,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:19:42,14-Oct-15,Conference room 1,CR1,Corporate Forum
8673837,Daimler South East Asia P/L,Treasury Settlement Manager,Singapore,Payments,Financial Operations,Section Head/Supervisor,Corporate,41 to 50,Corporate Forum Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,13:58:19,14-Oct-15,Conference room 1,CR1,Corporate Forum
8768643,CENTRAL BANK OF SUDAN,OFFICIAL,Sudan,Payments,Customer Services,Section Head/Supervisor,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:07:18,14-Oct-15,Conference room 4,CR4,Payments
8768643,CENTRAL BANK OF SUDAN,OFFICIAL,Sudan,Payments,Customer Services,Section Head/Supervisor,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:18:58,14-Oct-15,SWIFT Auditorium,SA,Payments
8649139,Barclays,Director,Hong Kong,Trade Services,Product Management,Section Head/Supervisor,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:06:36,14-Oct-15,Conference room 4,CR4,Payments
8704648,BBVA,SVP of Open Innovation and Ecosystem Building,United States,Payments,Innovation,Relationship Manager,Commercial Bank,21 to 30,Speaker Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:17:25,14-Oct-15,Conference room 3,CR3,Diversity
8704648,BBVA,SVP of Open Innovation and Ecosystem Building,United States,Payments,Innovation,Relationship Manager,Commercial Bank,21 to 30,Speaker Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:09:44,14-Oct-15,Conference room 2,CR2,Innotribe
8751911,Brown Brothers Harriman,"Senior Vice President, Head of Legal for Asia Pacific",United Kingdom,Securities,Compliance officer / Risk Management,Departmental Manager,Commercial Bank,51 to 60,Speaker Pass with lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:26:34,14-Oct-15,Workshop A,WSA,Securities
8751911,Brown Brothers Harriman,"Senior Vice President, Head of Legal for Asia Pacific",United Kingdom,Securities,Compliance officer / Risk Management,Departmental Manager,Commercial Bank,51 to 60,Speaker Pass with lunch,NORMAL,The future outlook of funds distribution in Asia,10/14/15,15:45,16:06:43,14-Oct-15,Workshop C,WSC,Securities
8715488,Cashflower,Founder & CEO,United States,Cash Management,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:09:50,14-Oct-15,Conference room 2,CR2,Innotribe
8837686,Microsoft,Account Executive,Brazil,Securities,Sales,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:44:16,14-Oct-15,Conference room 1,CR1,Corporate Forum
8837686,Microsoft,Account Executive,Brazil,Securities,Sales,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:25:28,14-Oct-15,Conference room 3,CR3,Diversity
8837686,Microsoft,Account Executive,Brazil,Securities,Sales,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,10:50:45,14-Oct-15,Conference room 3,CR3,Diversity
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:13:58,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:24:30,14-Oct-15,Conference room 3,CR3,Community
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:32:39,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:29:47,14-Oct-15,Conference room 1,CR1,Corporate Forum
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:49:58,14-Oct-15,Conference room 1,CR1,Corporate Forum
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:17:24,14-Oct-15,Conference room 1,CR1,Corporate Forum
8612387,CENTRAL BANK OF THE SOLOMON ISLANDS,Deputy Governor,Solomon Islands,Payments,Information Technology,Vice President/ Functional Head,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:40:35,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8715707,NZX LIMITED,Head of Operations,New Zealand,Securities,Business Development/Strategy,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:31:01,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8715707,NZX LIMITED,Head of Operations,New Zealand,Securities,Business Development/Strategy,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass without lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:28:07,14-Oct-15,Conference room 3,CR3,Diversity
8605965,EBA Group,Head of EURO1/STEP1 Service Maintenance,France,Payments,Product Management,Section Head/Supervisor,Payments Market Infrastructure,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:55:12,14-Oct-15,Conference room 5,CR5,Community
8519121,Strate,Board Member / CEO / CFO,South Africa,Securities,Information Technology,Board Member / CEO / CFO,Securities Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:18:02,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606272,SWIFT,Global Account Manager,United States,Payments,Sales,Account Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:35:56,14-Oct-15,Conference room 1,CR1,Corporate Forum
8606272,SWIFT,Global Account Manager,United States,Payments,Sales,Account Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:48:03,14-Oct-15,Conference room 1,CR1,Corporate Forum
8606272,SWIFT,Global Account Manager,United States,Payments,Sales,Account Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,MyStandards - Standards made simple,10/14/15,10:00,9:56:05,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8751041,Broadridge Financial Solutions,"Vice President, Corporate Strategy ",United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:29:18,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8751041,Broadridge Financial Solutions,"Vice President, Corporate Strategy ",United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:21:14,14-Oct-15,Conference room 2,CR2,Compliance Forum
8751041,Broadridge Financial Solutions,"Vice President, Corporate Strategy ",United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Asset servicing: Issuer to investor automation,10/14/15,14:00,14:12:59,14-Oct-15,Workshop A,WSA,Securities
8752703,MISYS,Director - Product Management,India,Payments,Product Management,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:37:53,14-Oct-15,SWIFT Auditorium,SA,Payments
8787074,HSBC,Head of Product Management,United States,Trade Services,Product Management,Managing Director/ Director / EVP,Investment Bank,Prefer not to answer,Week-long Participant Pass with lunch,COMMUNITY,"Change will never be this slow again - Reaching your next billion customers
",10/14/15,14:00,13:54:02,14-Oct-15,Conference room 3,CR3,Community
8757417,Dow Jones ,"Dow Jones Risk & Compliance, APAC",Singapore,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,31 to 40,Complimentary Global Media Sponsor Pass without lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:28:57,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8859595,Matchi.Biz,Key Account Manager Service Industries ,South Africa,Trade Services,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:43:48,14-Oct-15,Innotribe,INN,Innotribe
8519668,SVERIGES RIKSBANK,Advisor,Sweden,Derivatives,Compliance officer / Risk Management,Compliance officer / Risk manager,Central Bank,31 to 40,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:25:41,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8519668,SVERIGES RIKSBANK,Advisor,Sweden,Derivatives,Compliance officer / Risk Management,Compliance officer / Risk manager,Central Bank,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:30:07,14-Oct-15,Conference room 3,CR3,Community
8519668,SVERIGES RIKSBANK,Advisor,Sweden,Derivatives,Compliance officer / Risk Management,Compliance officer / Risk manager,Central Bank,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:56:48,14-Oct-15,Conference room 5,CR5,Community
8519668,SVERIGES RIKSBANK,Advisor,Sweden,Derivatives,Compliance officer / Risk Management,Compliance officer / Risk manager,Central Bank,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,13:53:52,14-Oct-15,Conference room 5,CR5,Community
8858798,POLARIS FINANCIAL TECHNOLOGY LIMITED Polaris House,"Partner & Head- Asia Pacific, Middle East, Africa",United States,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:23:06,14-Oct-15,Conference room 2,CR2,Innotribe
8874016,Videobaby media ,Managing Director,United Kingdom,FX/MM,Customer Services,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Press Pass with lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:41:05,14-Oct-15,Innotribe,INN,Innotribe
8700180,Banking Standardization Office,Principal Advisor,Norway,Payments,Standards,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:21:26,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8700180,Banking Standardization Office,Principal Advisor,Norway,Payments,Standards,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:04:13,14-Oct-15,Conference room 5,CR5,Community
8606274,SWIFT,Managing Director ,United States,Cash Management,Customer Services,Managing Director/ Director / EVP,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:39:26,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606274,SWIFT,Managing Director ,United States,Cash Management,Customer Services,Managing Director/ Director / EVP,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:49:41,14-Oct-15,Conference room 2,CR2,Innotribe
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:23:15,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:29:36,14-Oct-15,Conference room 3,CR3,Community
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:16:55,14-Oct-15,Conference room 5,CR5,Community
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,13:59:54,14-Oct-15,Conference room 5,CR5,Community
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:32:39,14-Oct-15,Conference room 2,CR2,Compliance Forum
8537678,BANQUE NATIONALE DE BELGIQUE,Head of department,Belgium,Payments,Financial Operations,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:09:06,14-Oct-15,Conference room 2,CR2,Innotribe
8731886,LCHClearnet,Director - Collateral Services ,United Kingdom,Securities,Product Management,Managing Director/ Director / EVP,Securities Market Infrastructure,41 to 50,Speaker Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:49:21,14-Oct-15,Conference room 2,CR2,Innotribe
8732016,NEDBANK LIMITED,"Divisional Executive Mobile, E-Commerce & Payments",South Africa,Payments,Information Technology,Managing Director/ Director / EVP,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:24:56,14-Oct-15,Conference room 3,CR3,Community
8732016,NEDBANK LIMITED,"Divisional Executive Mobile, E-Commerce & Payments",South Africa,Payments,Information Technology,Managing Director/ Director / EVP,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,9:00:51,14-Oct-15,Conference room 4,CR4,Community
8860320,MCI Group Singapore ,,Singapore,Not selected,Not selected,Not selected,Not selected,Not selected,Contractor Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:07:33,14-Oct-15,Conference room 1,CR1,Corporate Forum
8775728,INTEL CORPORATION,IT Operations Manager,United States,FX/MM,Sales,Departmental Manager,Corporate,41 to 50,Week-long Participant Pass without lunch,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:49:27,14-Oct-15,Conference room 1,CR1,Corporate Forum
8850003,Visa Worldwide Pte Limited,"Regional Director, Corporate Engagement",Singapore,Payments,Product Management,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:19:25,14-Oct-15,Conference room 3,CR3,Community
8850003,Visa Worldwide Pte Limited,"Regional Director, Corporate Engagement",Singapore,Payments,Product Management,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,14:30:34,14-Oct-15,Conference room 5,CR5,Community
8850003,Visa Worldwide Pte Limited,"Regional Director, Corporate Engagement",Singapore,Payments,Product Management,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:00:29,14-Oct-15,Conference room 4,CR4,Payments
8766804,"Mizuho Bank, Ltd.",Vice President,Japan,Payments,Sales,Relationship Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,The internationalisation of RMB: New opportunities for ASEAN economies,10/14/15,15:30,15:30:34,14-Oct-15,Conference room 4,CR4,Community
8797912,Securities and Exchange Commission of Cambodia,Director of Department,Cambodia,Securities,Innovation,Departmental Manager,Securities Market Infrastructure,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:57:17,14-Oct-15,Conference room 2,CR2,Innotribe
8797912,Securities and Exchange Commission of Cambodia,Director of Department,Cambodia,Securities,Innovation,Departmental Manager,Securities Market Infrastructure,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:40:06,14-Oct-15,Innotribe,INN,Innotribe
8797912,Securities and Exchange Commission of Cambodia,Director of Department,Cambodia,Securities,Innovation,Departmental Manager,Securities Market Infrastructure,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:25:51,14-Oct-15,Conference room 4,CR4,Payments
8663519,BNP Paribas,Head of Correspondent Banking and USD Payment and Clearing,France,Payments,Product Management,Board Member / CEO / CFO,Investment Bank,51 to 60,Speaker Pass with lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:36:42,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8737590,MCI Group Singapore ,,Singapore,Not selected,Not selected,Not selected,Not selected,Not selected,Contractor Pass without lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:40:35,14-Oct-15,Conference room 5,CR5,Community
8740687,Dow Jones ,Director of Business Product,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Complimentary Global Media Sponsor Pass without lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,7:55:27,14-Oct-15,Conference room 2,CR2,Compliance Forum
8740687,Dow Jones ,Director of Business Product,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Complimentary Global Media Sponsor Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:22:32,14-Oct-15,Conference room 2,CR2,Compliance Forum
8740687,Dow Jones ,Director of Business Product,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Complimentary Global Media Sponsor Pass without lunch,NORMAL,"Empower your compliance teams with insights from SWIFT’s compliance analytics
",10/14/15,15:30,15:27:22,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8574663,eVision,Principale Consultant for Electronic Payments,Egypt,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,61 and over,Chairpersons Pass,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:25:28,14-Oct-15,Conference room 3,CR3,Community
8574663,eVision,Principale Consultant for Electronic Payments,Egypt,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,61 and over,Chairpersons Pass,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:37:49,14-Oct-15,Conference room 5,CR5,Community
8606276,SWIFT,Global Account Director,United States,Securities,Sales,Relationship Manager,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:00:36,14-Oct-15,Conference room 2,CR2,Compliance Forum
8789539,TAMILNAD MERCANTILE BANK LIMITED,General Manager,India,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:18:27,14-Oct-15,Conference room 1,CR1,Corporate Forum
8789539,TAMILNAD MERCANTILE BANK LIMITED,General Manager,India,Trade Services,Financial Operations,Departmental Manager,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:33:59,14-Oct-15,SWIFT Auditorium,SA,Payments
8733462,HSBC,Director - Innovation Investments,United Kingdom,Cash Management,Innovation,Managing Director/ Director / EVP,Investment Bank,Prefer not to answer,Week-long Participant Pass - Exhibitor voucher used with lunch,COMMUNITY,"Change will never be this slow again - Reaching your next billion customers
",10/14/15,14:00,13:54:03,14-Oct-15,Conference room 3,CR3,Community
8777010,Oracle,Quality Director,India,Payments,Information Technology,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,The internationalisation of RMB: New opportunities for ASEAN economies,10/14/15,15:30,15:20:39,14-Oct-15,Conference room 4,CR4,Community
8777010,Oracle,Quality Director,India,Payments,Information Technology,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,"24/7 real-time payment initiatives, Asian perspective - Part 2",10/14/15,14:00,13:49:14,14-Oct-15,Conference room 5,CR5,Community
8800562,UBS AG,Media Spokesperson,Switzerland,Securities,Innovation,Relationship Manager,Commercial Bank,21 to 30,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:04,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
